Question,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is precision agriculture ?>, Precision agriculture is a farming technique that uses technology such as sensors, GPS, and drones to collect data on individual plants or small sections of fields," This data is then used to optimize crop management and improve yields. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can farmers improve soil health ?>, Farmers can improve soil health by using cover crops, crop rotation, reducing tillage," and adding organic matter such as compost or manure. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some common pests and diseases that affect crops ?>, Common pests and diseases that affect crops include aphids, spider mites, powdery mildew," and blight. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some methods for managing pests and diseases ?>, Methods for managing pests and diseases include using natural predators, applying pesticides, using resistant crop varieties," and practicing good crop rotation. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is irrigation management ?>,Irrigation management involves managing the amount and timing of water applied to crops to ensure optimal growth and yield.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some factors that can affect crop yield ?>, Factors that can affect crop yield include weather conditions, soil fertility, pest and disease pressure," and the timing and amount of water and fertilizer application. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is agriculture machine learning ?>, Agriculture machine learning is the application of artificial intelligence (AI) and machine learning techniques to solve problems in agriculture, such as predicting crop yield, identifying pests and diseases," and optimizing irrigation. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some examples of applications of machine learning in agriculture ?>, Some examples include crop yield prediction, plant disease identification, weed detection, soil analysis," and irrigation management. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the benefits of using machine learning in agriculture ?>, Machine learning can help farmers optimize their operations, reduce costs, and increase productivity, By predicting crop yields and identifying potential problems early, farmers can make better decisions about planting, harvesting," and managing their crops. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What data is used in agriculture machine learning models ?>, Agriculture machine learning models use a variety of data, including weather data, soil data, crop images," and historical yield data. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some common machine learning algorithms used in agriculture ?>, Some common algorithms include decision trees, random forests, support vector machines," and neural networks. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some challenges in implementing machine learning in agriculture ?>, Some challenges include collecting and managing data from different sources, ensuring the accuracy of the data," and training models that can handle the variability and complexity of agricultural systems. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some potential future applications of machine learning in agriculture ?>, Some potential future applications include precision agriculture, where sensors and drones are used to collect data on individual plants, and automated crop management," where robots are used to perform tasks such as planting and harvesting. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the benefits of crop rotation ?>, Crop rotation can improve soil health, reduce erosion, control pests and diseases," and increase crop yields over time. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I test my soil pH ?>,You can test your soil pH using a soil pH test kit or by sending a soil sample to a lab for analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is integrated pest management (IPM) ?>, Integrated pest management (IPM) is a method of pest control that uses a combination of techniques, including biological control, cultural practices, and chemical control," to minimize the use of pesticides and reduce the impact of pests on crops. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the benefits of cover crops ?>, Cover crops can improve soil health by reducing erosion, increasing organic matter, and fixing nitrogen," They can also suppress weeds and provide habitat for beneficial insects. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I prevent soil erosion on my farm ?>, You can prevent soil erosion by using conservation tillage practices, planting cover crops, maintaining vegetative buffers along streams and waterways," and using contour farming and terracing. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the difference between organic and conventional farming ?>, Organic farming uses natural methods to manage pests and fertilize crops, while conventional farming uses synthetic pesticides and fertilizers, Organic farming also prohibits the use of genetically modified organisms (GMOs) and irradiation," while conventional farming does not. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the best time to plant crops ?>, The best time to plant crops depends on the crop, the climate, and the soil conditions, Generally, planting is done in the spring after the last frost," but farmers should consult local resources or experts for specific recommendations. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I improve soil fertility ?>, Soil fertility can be improved by adding organic matter such as compost or manure, using cover crops, rotating crops," and minimizing tillage. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I know if my plants are getting enough water ?>, Plants that are not getting enough water will appear wilted and their leaves may turn yellow or brown, To ensure proper water distribution," farmers should regularly check soil moisture levels and adjust irrigation accordingly. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I control pests and diseases without using harmful chemicals ?>, Integrated pest management (IPM) techniques such as crop rotation, biological control," and using resistant crop varieties can help control pests and diseases without relying on harmful chemicals. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the best way to harvest crops ?>, The best way to harvest crops depends on the crop and the equipment available, Generally, crops should be harvested when they are mature but before they become overripe or damaged," Farmers should use proper tools and techniques to minimize damage to the crops during harvest. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I store crops properly to prevent spoilage ?>, Crops should be stored in a cool, dry place with good ventilation and protection from pests, Proper storage containers, such as bins or bags," should be used and crops should be regularly inspected for signs of spoilage. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I diversify my farm and increase profits ?>, Farmers can diversify their farms by growing different crops or raising different livestock, offering agritourism activities, or selling value-added products such as jams or baked goods," It is important to do market research and identify profitable opportunities before investing in new ventures. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is agriculture ?>, Agriculture is the practice of cultivating crops, raising livestock, and producing food, fiber," and other products for human use. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some common crops grown by farmers ?>, Some common crops grown by farmers include wheat, corn, soybeans, rice, potatoes," and cotton. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is irrigation ?>, Irrigation is the process of applying water to crops to help them grow, This can be done using various methods, such as sprinklers, drip systems," and flood irrigation. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some common pests and diseases that affect crops ?>, Some common pests and diseases that affect crops include aphids, beetles, fungus," and viruses. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is crop rotation ?>,Crop rotation is the practice of planting different crops in a field each year to help maintain soil fertility and prevent pests and diseases from building up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is organic farming ?>, Organic farming is a method of farming that relies on natural fertilizers and pest control methods," and avoids the use of synthetic chemicals and genetically modified organisms. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a cover crop ?>, A cover crop is a crop that is planted to help improve soil health and fertility, such as by preventing erosion, adding nitrogen to the soil," or suppressing weeds. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a greenhouse ?>, A greenhouse is a structure used for growing plants in a controlled environment," typically using glass or plastic to let in sunlight and trap heat. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a tractor ?>, A tractor is a machine used for plowing, planting, and harvesting crops," as well as other farm tasks such as pulling trailers and mowing grass. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the importance of soil health in agriculture ?>, Soil health is critical to agriculture because healthy soil can help crops grow better and resist pests and diseases, Farmers can improve soil health by adding organic matter, rotating crops," and reducing tillage. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the best time to plant crops ?>, The best time to plant crops depends on the climate, soil conditions, and the specific crop being planted, In general, crops should be planted when the soil is warm and moist and there is no risk of frost," Farmers can consult with local agriculture experts or use online resources to determine the best planting time for their region and crop. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How often should I irrigate my crops ?>, The frequency of irrigation depends on the crop, soil type, and weather conditions, Some crops require more frequent irrigation than others, and sandy soils may require more frequent irrigation than clay soils," Farmers can use moisture sensors or observe plant wilting to determine when irrigation is necessary. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I prevent pests and diseases from damaging my crops ?>, Farmers can prevent pests and diseases by practicing good crop management techniques, such as crop rotation, proper fertilization, and timely harvesting," Farmers can also monitor their crops for signs of pests and diseases and use natural or chemical control methods as needed. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I improve soil fertility ?>, Farmers can improve soil fertility by adding organic matter, such as compost or manure, to the soil, using cover crops to add nitrogen, and rotating crops to prevent nutrient depletion, It is also important to maintain proper soil pH and avoid over-fertilizing," which can lead to nutrient runoff. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I choose the right crop varieties for my region ?>, Farmers should choose crop varieties that are adapted to their local climate, soil type, and pest and disease pressures," Local agriculture experts and seed suppliers can provide guidance on which varieties are best suited for a particular region. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I prevent soil erosion ?>, Soil erosion can be prevented by using cover crops, reducing tillage, planting trees and shrubs, and using terracing or other erosion control structures," These methods help keep soil in place and protect it from wind and water erosion. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is a common farm tool used for plowing ?>, A common farm tool used for plowing is a plow," which is typically attached to a tractor and used to turn over soil in preparation for planting. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In drying, causes movement of moisture from inside of kernel to the surface. ",vapour pressure gradient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The dry bulb temperature, wet bulb temperature and dew point temperature of moist air are equal when relative humidity (RH) is __ percent. ",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The electrical resistance of grain depends upon,(1) grain compaction (2) grain temperature (3) moisture present in grain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The shape of a lemon fruit is classified as __ spheroid.,prolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The angle of repose __ with an increase in the moisture content of food materials.,increases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In Ftheology, the Maxwell model is represented as",spring and dashpot in series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ is especially useful for removing lightweight infertile seeds from seed stock and hence improves seed germination.,Specific gravity separator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In air screen cleaners, for cleaning of round shaped grains, __ are used. ",top screen round holes and bottom screen slotted holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The hammer mill is assumed to reduce size by?>,Impact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fan laws state that the pressure developed by a centrifugal pump varies as?>,square of rotational speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planck's law can be used for estimation of?>,Time of freezing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ permits early harvest of crops?>,Drying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The value of dry basis moisture content is __ the wet basis moisture content?>,more than.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ properties may be defined as those which affect the behaviour of agricultural material under applied force?>,Mechanical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogas consists of?>,Methane and C02 with same impurities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Ahmednagar?>,"Field crops - Wheat, Sugarcane, Pearl Millet, Chickpea, Soybean, Fruits - Pomegranate, Paper Lime, Guava, Mango, Sapota, Vegetables - Onion, Tomato, Pea, Eggplant, Chilli.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Akola?>,"Field crops - Cotton, Soyabean, Wheat, Jowar, Safflower, Green Gram, Black Gram Pigeon pea, Fruits - Mango, Sapota, Orange (Santra), Sweet Orange, Vegetables -Tomato, Brinjal Cabbage, Cauliflower, Cluster Bean, Okra, Spinach, Fenugreek Rigged Gourd, Cucumber, Bitter Gourd, Onion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Amravati?>,"Field crops - Soybean, Cotton, Pigeon pea, Sorghum, Green gram, Chickpea, Wheat, Fruits - Santra, Mango, Mosambi, Kagzi lime, Ber, Banana, Guava, Aonla, Pomegranate, Custard apple, Sapota, Tamarind, Papaya, Vegetables - Tomato, Brinjal, Cabbage, Cauliflower, Cluster bean, Dolichos bean, Lady's finger, Spinach, Fenugreek, Ridge gourd, Cucumber, Bitter gourd, Onion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Aurangabad?>,"Agriculture is diverse in Aurangabad district, a wide range of crops are cultivated in the district, The main food grains are Jowar, Pearl Millet, Wheat, and Gram, Soybean is the major crop in Oilseeds while Cotton is the major cash crop, The major crops of the Khari season-Cotton, Millet, and Maize and the rabi season crops are Jowar, Wheat, and Gram, The total area under cultivation is 8,52 lakh hectares and the net sowing area is 715 lakh hectares.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Beed?>,"Field crops Pearlmillet, Cotton, Sorghum, Pigeonpea, Soybean, Wheat, Gram, Safflower, Sunflower, Sugarcane. Fruits-Mango, Sweet orange, Lemon, Sapta, Guava Crape, Banana, Custard apple, Vegetables - Brinjal, Tomato, Okra (Bhendi), Cabbage, Cauliflower, Onion, Aromatic crops Chilli, Ginger, Garlic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Bhandara?>,"Field crops Paddy, Soybean, Pigeonpea, Wheat, Gram, Summer groundnut, Fruits Mango, Chikoo, Citrus, Guava. Vegetables - Brinjal, Tomato, Chilli, Okra, Leafy vegetables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Buldhana?>,"Agriculture is the most important activity of the district in which Bajra, Jowar, Wheat and Pulses are the major food crops, Other crops grown include short-term crops such as Cotton, Soybeans, Sugarcane, and Bananas, as well as Peanuts, Sunflowers, and Vegetables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Chandrapur?>,"Field crops - Oilseeds, Cereals, Cotton, Pulses, Fruits - Mango, Chiku, Guava, Custard Apple, Jamun, Vegetables-Chilli, Turmeric, Brinjal, Tomato, Onion, Cauliflower, Cabbage, Radish.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Dhule?>,"The major crops grown in the Dhule district are Cotton, Bajra, Jowar, Groundnut, Maize, and Soybean Paddy is cultivated on the western side of Sakri taluka in the district Wheat and Gram are harvested in the Rabi season.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Gadchiroli?>,"Field crops - Paddy, Pigeon pea, Soybean, Maize, Sorghum, Wheat Gram, Rabi sorghum, Linseed, Fruits - Mango, Cashew nut, Sapota, Vegetables - Chili, Turmeric, Onion, Brinjal, Tomato.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Gondia?>,"Field crops - Paddy, Pigeon pea, Sesame, Wheat, Gram, Fruits - Mango, Banana, Chickoo, Ber, Gustard apple, Aonla, Vegetables Chilly, Brinjal, Peas, Tomato, Courds, Cucumber, Sweet Potato, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Hingoli?>,"Field crops - Soybean, Cotton, Sorghum, Pigeon pea, Green Gram, Black gram, Wheat, Gram, Safflower, Sunflower, Choundnut, Sugarcane, Fruits - Banana, Orange (Santra), Sweet Orange (Mosambi), Mango, Papaya, Anola, Vegetables-Tomato, Brinjal, Okra (Bhendi), Chilli.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Jalgaon?>,"Jalgaon is rich in volcanic soil which is suitable for cotton production, It is a major trading center for Tea, Pulses, Cotton, and Bananas. Cotton, Soybean, Maize, Jowar Wheat, Pulses, Peanuts are the major crops of the Jalgaon district, During the Rabi season, farmers harvest Wheat, Gram, Soybean, and Maize in large quantities, and summer crops are grown in very small areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Jalna?>,"The economy of the Jalna district is mainly agricultural, The district produces Sorghum, Millet, Maize, Cotton, Groundnut, Tur, Urad, and Soybean in Kharif season, while major crops like Millet, Wheat, Sugarcane, Groundnut, and Sunflower are cultivated in Rabi season.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Kolhapur?>,"Rice and Sugarcane are the major crops grown extensively in the region, Kolhapur district has been producing Sugarcane and jaggery for a long time, Some orchards of Banana and Guava are mainly seen in the eastern part, A few permanent Mango and Cashew nuts can also be seen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Latur?>,"The economy of the Latur district is mainly agricultural, The major crops of Kharif are Soybean, Tur, Urad, Groundnut, Maize, and Millet, while Gram is the main crop of Rabi season, Sugarcane, Groundnut, and Saffron are other crops grown in the district, Latur farmers grow Papaya, Pomegranate, Pepper, Custard Apple, and other such crops which require very little water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Mumbai?>,"The main crops grown in Mumbai city are Rice, Jowar, Mung, Wheat, Tur, Groundnut, Urad, Gram, and other pulses, It is a major producer of oilseeds Peanuts, Sunflowers, and Soybeans are important oilseed crops, The major cash crops grown are Cotton, Sugarcane, Turmeric, and vegetables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Nagpur?>,"Rice, Fruits and Vegetables, and Coconuts are grown in Greater Bombay, The major crops grown in Nagpur are Sugarcane, Wheat, Soybean, Pulses, Groundnut; Wheat, Gram, Jowar, Bajra, Linseed, Cotton, Groundnut, Sunflower, Tur, and others, Soybean is considered to be the most important cash crop of Nagpur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Nanded?>,"About 65% of Nanded's total land area is used for food production, Because agriculture is a seasonal occupation, those who depend on it do not get full-time employment, The reason for this seasonal nature of agriculture in the district can be attributed to the dependence of agriculture on monsoon and inadequate irrigation facilities Crops grown during the monsoon are Kharif crops and include grains such as Wheat, Maize, Sorghum, Gram, Paddy, Peanuts, etc, while the late monsoon crops are rabi crops are which consist of Jowar, Gram, Wheat, Oilseeds, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Nandurbar?>,"Onions and Garlic are important commercial crops that can improve the livelihood of farmers, They also play an important role in the food and nutrition security of the tribes The Nandurbar tribal belt in Maharashtra has favorable climatic conditions for commercial Onion and Garlic production.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Nashik?>,"The main vegetables grown in Nashik district are Onion, Brinjal, Fenugreek, Okra, Carrot Sweet Potato, Potato, Cabbage, Tomato, Radish, etc, Among Cereals, Bajra and Rice are ranked first and second respectively Vegetables, Grapes are the main cash crop of the district.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Osmanabad?>,"The main occupation of the majority of the population of Osmanabad district is agriculture, The major crops are Jowar, Sunflower, Gram, Sugarcane, Tur, etc, In addition to Grain and Oilseed crops, there are two commercial crops, viz Sugarcane and cotton were cultivated in the district which constitutes 6,73% of the Kharif area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Palghar?>,"The major crops grown in the Palghar area are Paddy, Finger Millet, Common Millet, Pigeon Pea, and Black Gram, Horticulture is an important source of income for farmers in the Palghar district, Pepper and Cucumbers are the main crops grown in the district, especially Ridge Gourd, Smooth Gourd, traditionally grown by farmers, The main Fruits grown in this area are Mango, Coconut, Sapota.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Parbhani?>,"The crops are cultivated in the Parbhani district during Kharif and Rabi seasons, Major Field crops - Cotton, Sorghum, Soybean, Green gram, Black gram, Pigeon pea, Wheat, Gram, Safflower, Sunflower, Groundnut, Sugarcane, Fruits-Mango, Sweet orange, Orange, Sapota, Lime, Vegetables - Brinjal, Tomato, Onion, Okra, Cauliflower, Medicinal and Aromatic crops - Chilli, Turmeric, Ginger, Garlic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Pune?>,"The major crops grown in Pune are Rice, Jowar, Tur, Wheat, Tur, Groundnut, Urad, Gram, and other pulses, This is a major producer of Oilseeds, The horticulture sector has developed rapidly, and the major horticultural crops are Grapes, Bananas, Mangoes, Oranges, Onions, and other aromatic and medicinal plants Peanuts, Sunflower, Soybean Oil Seeds are important crops, The major cash crops are Cotton, Sugarcane, Turmeric, and vegetables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Raigad?>,"Major field crops - Rice, Pulses (Lab Lab Bean, Cowpea, Black Gram, Horse Gram, etc), Finger Millets, Prosomillet, Groundnut, Mustard and Sesame, Fruits - Mango, Cashew, Sapota, Other fruit crops, Vegetables - Chilli, Okra, Brinjal, Leafy vegetables, etc, Plantation crops - Coconut, Arecanut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Ratnagiri?>,"Field crops - Rice, Finger millet, Prosomillet, Pulses- (Cowpea, Black Gram, Horse Gram, etc), Groundnut Fruits Mango, Cashew, Sapota Vegetables - Chilli, Cucurbits, Okra, Brinjal, Leafy vegetables, etc Plantation crops Coconut, Aracanut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Sangli?>,"The major crops grown are Rice, Millet, Sorghum, Wheat, Peanuts, Cash crops such as Cotton, Sugarcane, Grapes, Tobacco, and Oranges are regionally important.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Satara?>,"Horticulture is an important allied activity in Satara District, Vegetables - Onion, Tomato, Potato, Sugar Cane, Eggplant, Cabbage, such as Cauliflower, Lady Finger, Cluster Beans, Fenugreek, Drumstick, Capsicum, Carrot, Cucumber, etc Fruits - Grape, Banana, Mangoes, Papaya, Guava, Strawberry, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Sindhudurg?>,"The main crops of the Sindhudurg district are Rice, Coconut, Mango, and Cashew Sindhudurg is also known for tropical fruits like world-famous Alphonso Mangoes, Cashew, Jamuns, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Solapur?>,"Wheat, Jowar, Bajra, Gram, Cotton, Maize, Tur, Gram, Saffron, Sugarcane, Cotton, and Groundnut are the major crops of Solapur district, Sugarcane and Jowar account for more than 50% of the total cultivated area of the region, Both Rabi and Kharif crops can be grown in Jowar in the Solapur district, The National Research Center on Pomegranate of India (NRCP) is located at Solapur And pomegranate is widely grown in the Solapur district.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Thane?>,"The main Kharif crops of the Thane district are Rice, Finger Millet Pulses like Urad, Moong are also grown in this season, Rice is the main crop of the district and it is grown in all the talukas of the district but mainly in Palghar, Bhiwandi, Murbad, Shahapur Vada, Vikramgad, and Dahanu, Vegetables are also grown in the district, Eggplants are widely grown in this area, Chikoo (Sapotas) is widely grown in Gholwad, Chikoo orchids are also found in Palghar and Talasari talukas Chikoo grown in these areas is shipped all over India, Other fruits grown in the district are Guava, Mango, Papaya, Grape, and Coconut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Wardha?>,"The major crops grown in the Kharif season are Cotton, Sorghum, and Pulses, Wardha District has provided rainfed and irrigated horticultural crops such as Mandarin, Sweet Orange, and dryland crops such as Aonla, Pomegranate which are the main crops.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Washim?>,"Washim has a diverse production of fruits and vegetables, including Kagzi Lime Bananas, Papayas, and Mandarins, Farmers are also diverse towards Pomegranate, The horticulture industry generates income through the production of fruits and vegetables and the quality of production, It also creates employment opportunities and increases the food security of farmers in the district, They are very innovative and involved in organic farming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crop Production in Yavatmal?>,"Cotton, Soybean, Pigeon Pea, Sorghum, Green Gram, and Black Gram are the major crops grown in the Yavatmal district during the Kharif/ rainy season of which Cotton is the major crop, In addition, Wheat and Chickpea are important crops in Rabi/winter season.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Apple Gourd?>,"Feb-Mar, Jun-Jul.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Beetroot?>,Aug-Nov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Bitter Gourd?>,"Nov-Dec, Dec-Jan, Jun-Jul.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Bottle Gourd?>,"Nov-Dec, Dec-Jan, Jun-Jul.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Broccoli?>,Aug-Sept.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Cabbage?>,"Jun-Jul, Oct-Nov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Capsicum?>,"Jan-Feb, May-Jun, Oct-Nov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Carrot?>,Aug-Nov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Beans?>,Feb-Mar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Lettuce?>,Oct-Dec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Okra?>,"Jan-Feb, May-Jun, Oct-Dec.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Onion?>,"Mar-Apr, May-Jun, Sept-Oct.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Peas?>,Sept-Oct-Nov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Radish?>,Aug-Jan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Spinach?>,Sept-Nov-Feb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Tomato?>,"Jan-Feb, Jun-Jul, Oct-Nov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Turnip?>,Oct-Nov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Cauliflower?>,"Jun-Jul, Aug-Sept.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Potato?>,Oct-Dec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Pumpkin?>,"Jun-Jul, Dec-Jan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Corn?>,Sept-Oct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Melon?>,"Jan-Feb, Mar-Jun, Oct-Dec.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When to grow Cucumber?>,"Jun-Jul, Sept-Oct, Dec-Jan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Apple Gourd?>,70-80 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Beetroot?>,80-90 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Bitter Gourd?>,55-60 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Bottle Gourd?>,55-60 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Broccoli?>,90-100 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many day it takes to grow Cabbage?>,90-100 days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
